,Make,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,Popularity,MSRP
7568,Toyota,28,regular,150.0,6.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,cab pickup,20,2031,2000
7569,Toyota,28,regular,116.0,4.0,MANUAL,four wheel drive,2.0,Unknown,Compact,cab pickup,20,2031,2142
7570,Toyota,28,regular,116.0,4.0,MANUAL,four wheel drive,2.0,Unknown,Compact,cab pickup,20,2031,2013
7571,Toyota,27,regular,116.0,4.0,MANUAL,four wheel drive,2.0,Unknown,Compact,cab pickup,20,2031,2293
7572,Toyota,27,regular,150.0,6.0,MANUAL,four wheel drive,2.0,Unknown,Compact,cab pickup,17,2031,2281
7573,Toyota,27,regular,116.0,4.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,cab pickup,25,2031,2000
7574,Toyota,27,regular,116.0,4.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,cab pickup,25,2031,2000
7575,Toyota,27,regular,116.0,4.0,MANUAL,four wheel drive,2.0,Unknown,Compact,cab pickup,20,2031,2115
7576,Toyota,27,regular,116.0,4.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,cab pickup,25,2031,2000
7577,Toyota,27,regular,150.0,6.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,cab pickup,20,2031,2040
7578,Toyota,27,regular,150.0,6.0,MANUAL,four wheel drive,2.0,Unknown,Compact,cab pickup,17,2031,2423
7579,Toyota,27,regular,150.0,6.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,cab pickup,20,2031,2188
7580,Toyota,27,regular,150.0,6.0,MANUAL,four wheel drive,2.0,Unknown,Compact,cab pickup,17,2031,2699
7581,Toyota,26,regular,150.0,6.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,cab pickup,22,2031,2311
7582,Toyota,26,regular,150.0,6.0,MANUAL,four wheel drive,2.0,Unknown,Compact,cab pickup,17,2031,2691
7583,Toyota,26,regular,116.0,4.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,cab pickup,25,2031,2197
7584,Toyota,26,regular,116.0,4.0,MANUAL,four wheel drive,2.0,Unknown,Compact,cab pickup,20,2031,2553
7585,Toyota,26,regular,116.0,4.0,MANUAL,four wheel drive,2.0,Unknown,Compact,cab pickup,20,2031,2409
7586,Toyota,26,regular,150.0,6.0,MANUAL,four wheel drive,2.0,Unknown,Compact,cab pickup,17,2031,2912
7587,Toyota,26,regular,116.0,4.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,cab pickup,25,2031,2000
7588,Toyota,26,regular,150.0,6.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,cab pickup,22,2031,2498
7589,Toyota,26,regular,150.0,6.0,MANUAL,four wheel drive,2.0,Unknown,Compact,cab pickup,17,2031,2539
7590,Toyota,26,regular,116.0,4.0,MANUAL,rear wheel drive,2.0,Unknown,Compact,cab pickup,25,2031,2000
7591,Honda,6,regular,250.0,6.0,AUTOMATIC,four wheel drive,4.0,Other,Midsize,suv,24,2202,33720
7592,Honda,6,regular,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,25,2202,40020
7593,Honda,6,regular,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,25,2202,36970
7594,Honda,6,regular,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,25,2202,33120
7595,Honda,6,regular,250.0,6.0,AUTOMATIC,four wheel drive,4.0,Other,Midsize,suv,24,2202,41620
7596,Honda,6,regular,250.0,6.0,AUTOMATIC,four wheel drive,4.0,Other,Midsize,suv,24,2202,38970
7597,Honda,6,regular,250.0,6.0,AUTOMATIC,four wheel drive,4.0,Other,Midsize,suv,24,2202,31470
7598,Honda,6,regular,250.0,6.0,AUTOMATIC,four wheel drive,4.0,Other,Midsize,suv,24,2202,34720
7599,Honda,6,regular,250.0,6.0,AUTOMATIC,four wheel drive,4.0,Other,Midsize,suv,24,2202,36970
7600,Honda,6,regular,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,25,2202,35370
7601,Honda,6,regular,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,25,2202,29870
7602,Honda,6,regular,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,25,2202,32120
7603,Honda,6,regular,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,25,2202,37370
7604,Honda,6,regular,250.0,6.0,AUTOMATIC,four wheel drive,4.0,Other,Midsize,suv,24,2202,38570
7605,Honda,5,regular,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,26,2202,39455
7606,Honda,5,regular,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,26,2202,46570
7607,Honda,5,regular,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,26,2202,38855
7608,Honda,5,regular,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,26,2202,38855
7609,Honda,5,regular,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,26,2202,37855
7610,Honda,5,regular,280.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,27,2202,33580
7611,Honda,5,regular,280.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,27,2202,36055
7612,Honda,5,regular,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,26,2202,31945
7613,Honda,5,regular,280.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,27,2202,37055
7614,Honda,5,regular,280.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,27,2202,30145
7615,Honda,5,regular,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,26,2202,34380
7616,Honda,5,regular,280.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,27,2202,32580
7617,Honda,5,regular,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,26,2202,35380
7618,Honda,5,regular,280.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,27,2202,41170
7619,Honda,5,regular,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,26,2202,42970
7620,Honda,5,regular,280.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,27,2202,37055
7621,Honda,5,regular,280.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,27,2202,37655
7622,Honda,4,regular,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,26,2202,39255
7623,Honda,4,regular,280.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,27,2202,36455
7624,Honda,4,regular,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,26,2202,39855
7625,Honda,4,regular,280.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,27,2202,38055
7626,Honda,4,regular,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,26,2202,47070
7627,Honda,4,regular,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,26,2202,39255
7628,Honda,4,regular,280.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,27,2202,33030
7629,Honda,4,regular,280.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,27,2202,37455
7630,Honda,4,regular,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,26,2202,38255
7631,Honda,4,regular,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,26,2202,34830
7632,Honda,4,regular,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,26,2202,32395
7633,Honda,4,regular,280.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,27,2202,41670
7634,Honda,4,regular,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,26,2202,35830
7635,Honda,4,regular,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,26,2202,43470
7636,Honda,4,regular,280.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,27,2202,34030
7637,Honda,4,regular,280.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,27,2202,30595
7638,Honda,4,regular,280.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,27,2202,37455
7639,Mitsubishi,29,regular,81.0,4.0,MANUAL,front wheel drive,2.0,Other,Compact,hatchback,30,436,2000
7640,Honda,22,regular,200.0,4.0,MANUAL,front wheel drive,2.0,Other,Compact,coupe,24,2202,3065
7641,Honda,22,regular,200.0,4.0,MANUAL,front wheel drive,2.0,Other,Compact,coupe,24,2202,3367
7642,Honda,21,regular,200.0,4.0,MANUAL,front wheel drive,2.0,Other,Compact,coupe,25,2202,3843
7643,Honda,21,regular,200.0,4.0,MANUAL,front wheel drive,2.0,Other,Compact,coupe,25,2202,3407
7644,Honda,20,premium,200.0,4.0,MANUAL,front wheel drive,2.0,Other,Compact,coupe,25,2202,26100
7645,Honda,20,premium,200.0,4.0,MANUAL,front wheel drive,2.0,Other,Compact,coupe,25,2202,23600
7646,Honda,20,premium,195.0,4.0,AUTOMATIC,front wheel drive,2.0,Other,Compact,coupe,24,2202,24600
7647,Toyota,26,regular,138.0,4.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Compact,passenger minivan,20,2031,2000
7648,Toyota,26,regular,161.0,4.0,AUTOMATIC,all wheel drive,3.0,Unknown,Compact,passenger minivan,20,2031,2000
7649,Toyota,26,regular,138.0,4.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Compact,passenger minivan,20,2031,2000
7650,Toyota,26,regular,161.0,4.0,AUTOMATIC,all wheel drive,3.0,Unknown,Compact,passenger minivan,20,2031,2194
7651,Toyota,26,regular,161.0,4.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Compact,passenger minivan,20,2031,2000
7652,Toyota,26,regular,138.0,4.0,AUTOMATIC,all wheel drive,3.0,Unknown,Compact,passenger minivan,19,2031,2088
7653,Toyota,26,regular,138.0,4.0,AUTOMATIC,all wheel drive,3.0,Unknown,Compact,passenger minivan,19,2031,2000
7654,Toyota,26,regular,161.0,4.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Compact,passenger minivan,20,2031,2000
7655,Toyota,25,regular,161.0,4.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Compact,passenger minivan,20,2031,2064
7656,Toyota,25,regular,161.0,4.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Compact,passenger minivan,20,2031,2304
7657,Toyota,25,regular,161.0,4.0,AUTOMATIC,all wheel drive,3.0,Unknown,Compact,passenger minivan,19,2031,2419
7658,Toyota,25,regular,161.0,4.0,AUTOMATIC,all wheel drive,3.0,Unknown,Compact,passenger minivan,19,2031,2196
7659,Toyota,24,regular,161.0,4.0,AUTOMATIC,all wheel drive,3.0,Unknown,Compact,passenger minivan,19,2031,2388
7660,Toyota,24,regular,161.0,4.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Compact,passenger minivan,20,2031,2242
7661,Toyota,24,regular,161.0,4.0,AUTOMATIC,all wheel drive,3.0,Unknown,Compact,passenger minivan,19,2031,2728
7662,Toyota,24,regular,161.0,4.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Compact,passenger minivan,20,2031,2580
7663,Toyota,7,regular,99.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,46,2031,20030
7664,Toyota,7,regular,99.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,46,2031,19080
7665,Toyota,7,regular,99.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,46,2031,21765
7666,Toyota,7,regular,99.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,46,2031,23360
7667,Toyota,6,regular,99.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,46,2031,20340
7668,Toyota,6,regular,99.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,46,2031,21765
7669,Toyota,6,regular,99.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,46,2031,19540
7670,Toyota,6,regular,99.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,46,2031,24475
7671,Toyota,5,regular,99.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,46,2031,20360
7672,Toyota,5,regular,99.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,46,2031,19560
7673,Toyota,5,regular,99.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,46,2031,24495
7674,Toyota,5,regular,99.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,46,2031,21785
7675,Toyota,5,regular,99.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,46,2031,21355
7676,Toyota,4,regular,121.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,53,2031,27100
7677,Toyota,4,regular,121.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,53,2031,33100
7678,Toyota,4,regular,121.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,53,2031,28800
7679,Toyota,6,regular,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,wagon,40,2031,26675
7680,Toyota,6,regular,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,wagon,40,2031,28060
7681,Toyota,6,regular,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,wagon,40,2031,30935
7682,Toyota,6,regular,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,wagon,40,2031,29695
7683,Toyota,5,regular,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,wagon,40,2031,26675
7684,Toyota,5,regular,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,wagon,40,2031,28060
7685,Toyota,5,regular,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,wagon,40,2031,30935
7686,Toyota,5,regular,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,wagon,40,2031,29695
7687,Toyota,4,regular,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,wagon,39,2031,26675
7688,Toyota,4,regular,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,wagon,39,2031,29695
7689,Toyota,4,regular,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,wagon,39,2031,28060
7690,Toyota,4,regular,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,wagon,39,2031,30935
7691,Toyota,6,regular,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,48,2031,25765
7692,Toyota,6,regular,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,48,2031,30005
7693,Toyota,6,regular,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,48,2031,24200
7694,Toyota,6,regular,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,48,2031,28435
7695,Toyota,6,regular,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,48,2031,26985
7696,Toyota,6,regular,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,48,2031,23215
7697,Toyota,5,regular,121.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,50,2031,24200
7698,Toyota,5,regular,121.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,50,2031,26250
7699,Toyota,5,regular,121.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,50,2031,28650
7700,Toyota,5,regular,121.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,50,2031,30000
7701,Toyota,5,regular,121.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,53,2031,24700
7702,Toyota,5,regular,121.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,50,2031,28100
7703,Toyota,4,regular,121.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,50,2031,28115
7704,Toyota,4,regular,121.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,50,2031,30015
7705,Toyota,4,regular,121.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,50,2031,29135
7706,Toyota,4,regular,121.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,50,2031,26735
7707,Toyota,4,regular,121.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,50,2031,24685
7708,Toyota,4,regular,121.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,53,2031,25165
7709,Chevrolet,21,regular,125.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,34,1385,2130
7710,Chevrolet,21,regular,125.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,34,1385,2003
7711,Chevrolet,20,regular,125.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,37,1385,14155
7712,Chevrolet,20,regular,125.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,37,1385,16220
7713,Chevrolet,19,regular,125.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,37,1385,14330
7714,Chevrolet,19,regular,125.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,37,1385,16395
7715,Ford,26,regular,118.0,4.0,MANUAL,front wheel drive,2.0,Other,Compact,hatchback,30,5657,2000
7716,Ford,26,regular,118.0,4.0,MANUAL,front wheel drive,2.0,Other,Compact,hatchback,30,5657,2000
7717,Ford,26,regular,164.0,6.0,MANUAL,front wheel drive,2.0,Other,Compact,hatchback,24,5657,2000
7718,Ford,25,regular,164.0,6.0,MANUAL,front wheel drive,2.0,Other,Compact,hatchback,24,5657,2000
7719,Ford,25,regular,118.0,4.0,MANUAL,front wheel drive,2.0,Other,Compact,hatchback,30,5657,2000
7720,Ford,25,regular,118.0,4.0,MANUAL,front wheel drive,2.0,Other,Compact,hatchback,30,5657,2000
7721,Ford,24,regular,118.0,4.0,MANUAL,front wheel drive,2.0,Other,Compact,hatchback,30,5657,2000
7722,Ford,24,regular,164.0,6.0,MANUAL,front wheel drive,2.0,Other,Compact,hatchback,24,5657,2000
7723,Mazda,19,regular,130.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,wagon,28,586,16455
7724,Mazda,18,regular,130.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,wagon,28,586,16895
7725,Mazda,20,regular,130.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,28,586,13885
7726,Mazda,20,regular,103.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,31,586,12765
7727,Mazda,20,regular,103.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,31,586,13485
7728,Mazda,20,regular,140.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,28,586,18020
7729,Mazda,20,regular,130.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,28,586,15535
7730,Mazda,19,regular,130.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,28,586,15700
7731,Mazda,19,regular,130.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,28,586,14975
7732,Mazda,19,regular,130.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,28,586,13075
7733,Mazda,18,regular,130.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,28,586,16140
7734,Mazda,18,regular,130.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,28,586,15415
7735,Mazda,18,regular,130.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,28,586,13680
7736,Chrysler,20,premium,253.0,6.0,AUTOMATIC,rear wheel drive,2.0,Other,Compact,convertible,21,1013,44625
7737,Chrysler,19,premium,253.0,6.0,AUTOMATIC,rear wheel drive,2.0,Other,Compact,convertible,21,1013,44625
7738,Plymouth,22,regular,253.0,6.0,AUTOMATIC,rear wheel drive,2.0,Other,Compact,convertible,21,535,20105
7739,Plymouth,21,regular,253.0,6.0,AUTOMATIC,rear wheel drive,2.0,Other,Compact,convertible,21,535,20901
7740,Plymouth,20,premium,253.0,6.0,AUTOMATIC,rear wheel drive,2.0,Other,Compact,convertible,21,535,44625
7741,Chrysler,13,regular,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,wagon,24,1013,19785
7742,Chrysler,13,regular,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,wagon,24,1013,23515
7743,Chrysler,13,regular,150.0,4.0,MANUAL,front wheel drive,2.0,Unknown,Compact,convertible,26,1013,18430
7744,Chrysler,13,regular,150.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,wagon,26,1013,15970
7745,Chrysler,12,regular,150.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,wagon,26,1013,18000
7746,Chrysler,12,regular,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,wagon,24,1013,20780
7747,Chrysler,12,regular,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,wagon,24,1013,24510
7748,Chrysler,11,regular,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,wagon,24,1013,18275
7749,Nissan,31,regular,90.0,4.0,MANUAL,front wheel drive,2.0,Unknown,Compact,coupe,31,2009,2000
7750,Audi,6,premium,200.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,suv,29,3105,32500
7751,Audi,6,premium,200.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,suv,29,3105,36400
7752,Audi,6,premium,200.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Compact,suv,28,3105,38500
7753,Audi,6,premium,200.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Compact,suv,28,3105,34600
7754,Audi,5,premium,200.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,suv,29,3105,38600
7755,Audi,5,premium,200.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Compact,suv,28,3105,40700
7756,Audi,5,premium,200.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,suv,29,3105,33700
7757,Audi,5,premium,200.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Compact,suv,28,3105,35800
7758,Audi,4,premium,200.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,suv,28,3105,34500
7759,Audi,4,premium,200.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Compact,suv,28,3105,41300
7760,Audi,4,premium,200.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Compact,suv,28,3105,36600
7761,Audi,4,premium,200.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Compact,suv,28,3105,33900
7762,Audi,4,premium,200.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,suv,28,3105,31800
7763,Audi,4,premium,200.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,suv,28,3105,39200
7764,Infiniti,6,premium,328.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,sedan,27,190,33950
7765,Infiniti,6,premium,328.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,sedan,25,190,35550
7766,Infiniti,17,regular,340.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,sedan,22,190,61600
7767,Infiniti,17,regular,340.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,sedan,22,190,52400
7768,Infiniti,16,regular,340.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,sedan,22,190,56400
7769,Infiniti,15,premium,340.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,sedan,22,190,58100
7770,Infiniti,6,premium,328.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,sedan,27,190,38950
7771,Infiniti,6,premium,360.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,sedan,35,190,46200
7772,Infiniti,6,premium,328.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,sedan,29,190,37150
7773,Infiniti,6,premium,328.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,sedan,27,190,45450
7774,Infiniti,6,premium,328.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,sedan,29,190,43650
7775,Infiniti,6,premium,328.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,sedan,27,190,41800
7776,Infiniti,6,premium,360.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,sedan,35,190,48600
7777,Infiniti,6,premium,360.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,sedan,36,190,44400
7778,Infiniti,6,premium,360.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,sedan,36,190,46800
7779,Infiniti,6,premium,328.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,sedan,29,190,40000
7780,Infiniti,5,premium,208.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,sedan,31,190,33950
7781,Infiniti,5,premium,400.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,sedan,26,190,49950
7782,Infiniti,5,premium,400.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,sedan,26,190,47950
7783,Infiniti,5,premium,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,sedan,27,190,41900
7784,Infiniti,5,premium,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,sedan,26,190,45900
7785,Infiniti,5,premium,360.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,sedan,31,190,49050
7786,Infiniti,5,premium,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,sedan,28,190,43900
7787,Infiniti,5,premium,208.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,sedan,28,190,39650
7788,Infiniti,5,premium,360.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,sedan,34,190,47050
7789,Infiniti,5,premium,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,sedan,29,190,39900
7790,Infiniti,5,premium,208.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,sedan,31,190,37650
7791,Infiniti,5,premium,208.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,sedan,28,190,35950
7792,Infiniti,4,premium,208.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,sedan,31,190,33950
7793,Infiniti,4,premium,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,sedan,29,190,44650
7794,Infiniti,4,premium,400.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,sedan,26,190,50700
7795,Infiniti,4,premium,208.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,sedan,28,190,44300
